Customer_ID,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
C000163,21,819419,65436,7,5,16.7,5,"Credit Builder Loan, Home Loan, Personal Loan, Education Loan, Auto Loan",0,0,0.42,1,91052,0.24,0Y 1M,Yes,1211,0,High,36201,Good
C000164,47,613566,49213,11,3,13.7,1,Business Loan,14,6,0.35,2,101796,0.28,22Y 0M,No,1662,0,Medium,16447,Poor
C000165,54,790143,70342,10,3,15.1,4,"Credit Builder Loan, Auto Loan, Business Loan, Home Loan",0,0,0.22,4,134234,0.7,32Y 4M,Yes,2148,12246,Medium,24986,Good
C000166,40,1464796,126137,5,6,16.4,4,"Auto Loan, Education Loan, Home Loan, Business Loan",0,0,0.83,6,301430,0.86,16Y 0M,No,8937,16751,Medium,40344,Standard
C000167,56,1043126,80520,8,1,8.4,4,"Credit Builder Loan, Personal Loan, Education Loan, Business Loan",0,0,0.48,2,100083,0.78,32Y 9M,Yes,2193,8473,High,36054,Good
C000168,62,712498,53038,10,7,11.1,4,"Credit Builder Loan, Auto Loan, Personal Loan, Home Loan",0,0,0.83,4,83576,0.73,39Y 10M,Yes,1055,5867,High,9805,Good
C000169,32,278798,19188,1,4,16.2,3,"Credit Builder Loan, Home Loan, Education Loan",0,0,0.61,4,63870,0.46,9Y 9M,No,714,2135,Medium,10006,Standard
C000170,60,831291,71371,1,2,9.7,5,"Home Loan, Education Loan, Auto Loan, Credit Builder Loan, Business Loan",16,2,0.53,7,300015,0.44,37Y 11M,Yes,8969,0,Low,30345,Poor
C000171,46,1230583,102822,4,7,22.0,0,None,0,0,0.36,0,84676,0.9,28Y 9M,Yes,2055,13171,Medium,21679,Good
C000172,53,303816,22293,8,3,20.9,2,"Personal Loan, Credit Builder Loan",2,6,0.37,6,65007,0.36,34Y 8M,No,1899,0,Medium,6611,Poor
C000173,30,311468,24742,11,7,16.8,2,"Auto Loan, Credit Builder Loan",0,0,0.24,2,60316,0.56,10Y 3M,Yes,729,1862,High,8369,Standard
C000174,49,645025,55337,8,4,15.4,0,None,23,3,0.36,0,116568,0.41,26Y 6M,No,2294,8328,Medium,27930,Poor
C000175,24,1058747,70912,6,0,23.7,4,"Home Loan, Auto Loan, Education Loan, Business Loan",0,0,0.15,5,281675,0.42,2Y 10M,Yes,6746,8609,High,26304,Good
C000176,68,1264614,103687,5,3,20.3,0,None,13,3,0.64,7,229425,0.45,48Y 6M,No,4110,0,Medium,31955,Poor
C000177,39,555972,41138,10,2,6.7,5,"Personal Loan, Home Loan, Credit Builder Loan, Auto Loan, Education Loan",0,0,0.22,0,98948,0.7,14Y 3M,No,1168,3558,Medium,21509,Standard
C000178,45,1196489,91645,10,3,10.2,4,"Credit Builder Loan, Business Loan, Personal Loan, Home Loan",29,2,0.91,0,138655,0.7,24Y 7M,Yes,3135,5819,Medium,22446,Standard
C000179,19,401585,33169,2,5,7.4,5,"Home Loan, Personal Loan, Auto Loan, Business Loan, Education Loan",0,0,0.43,3,137052,0.19,0Y 7M,No,3012,4181,High,12355,Standard
C000180,59,649459,56246,5,7,24.9,5,"Home Loan, Credit Builder Loan, Education Loan, Auto Loan, Personal Loan",0,0,0.75,1,213168,0.51,40Y 3M,Yes,2821,5204,High,10690,Good
C000181,62,827776,75457,5,4,14.0,2,"Education Loan, Business Loan",0,0,0.75,5,190289,0.72,41Y 7M,Yes,3279,10291,Medium,31847,Good
C000182,23,580703,47231,2,1,8.5,4,"Business Loan, Home Loan, Education Loan, Personal Loan",8,1,0.22,6,126928,0.12,1Y 4M,Yes,1605,4250,Medium,15608,Poor
C000183,45,246816,18465,8,0,12.8,3,"Auto Loan, Personal Loan, Home Loan",0,0,0.64,2,36950,0.48,25Y 2M,Yes,1001,0,High,8883,Good
C000184,45,1070374,78542,10,2,24.6,4,"Credit Builder Loan, Education Loan, Home Loan, Personal Loan",0,0,0.62,0,159820,0.49,25Y 3M,Yes,4101,6272,High,39635,Good
C000185,61,1064374,90218,5,6,8.7,3,"Business Loan, Auto Loan, Personal Loan",0,0,0.81,7,327978,0.72,36Y 9M,Yes,5866,14754,High,36706,Good
C000186,61,547974,44631,5,3,12.8,5,"Education Loan, Home Loan, Personal Loan, Credit Builder Loan, Auto Loan",0,0,0.7,7,218184,0.9,39Y 3M,No,4262,0,Medium,15148,Standard
C000187,37,1047774,88341,1,2,11.2,3,"Credit Builder Loan, Home Loan, Personal Loan",0,0,0.67,0,238026,0.52,12Y 10M,Yes,5753,10870,High,21142,Good
C000188,47,667514,52852,1,1,21.0,0,None,0,0,0.95,0,49025,0.65,28Y 11M,Yes,1217,0,Medium,28390,Good
C000189,28,477282,33213,11,0,6.5,0,None,0,0,0.61,2,92556,0.9,7Y 10M,Yes,2533,0,High,15166,Good
C000190,45,1248826,104642,1,7,24.0,1,Business Loan,0,0,0.58,6,296554,0.58,24Y 4M,Yes,3839,8852,High,49671,Good
C000191,42,1054289,84788,8,2,22.5,0,None,4,7,0.18,6,63503,0.13,18Y 10M,No,1462,16381,Medium,24096,Standard
C000192,56,452702,31442,10,4,12.9,4,"Personal Loan, Education Loan, Credit Builder Loan, Auto Loan",0,0,0.15,5,49784,0.61,36Y 2M,Yes,1430,2002,Medium,15554,Standard
C000193,50,487265,33978,2,4,23.1,1,Credit Builder Loan,13,1,0.71,4,92501,0.29,25Y 2M,No,2104,2287,Medium,18768,Poor
C000194,18,1320716,114169,8,2,14.1,3,"Personal Loan, Business Loan, Auto Loan",17,1,0.85,1,348994,0.67,0Y 0M,Yes,8993,14497,Medium,19048,Poor
C000195,44,1423087,126746,6,7,11.5,0,None,0,0,0.79,5,261325,0.68,24Y 8M,Yes,7623,21097,Medium,31017,Good
C000196,69,1329453,121547,5,0,13.7,1,Auto Loan,0,0,0.93,3,269032,0.57,46Y 3M,Yes,3423,12530,Medium,35890,Good
C000197,30,405604,32756,6,3,21.7,0,None,10,6,0.15,1,71413,0.83,8Y 11M,No,1957,0,Low,20327,Poor
C000198,58,482003,35217,4,4,16.7,4,"Education Loan, Credit Builder Loan, Auto Loan, Personal Loan",0,0,0.86,0,103710,0.71,39Y 0M,Yes,1459,0,High,19017,Good
C000199,20,512486,45234,11,3,10.1,2,"Business Loan, Personal Loan",0,0,0.55,1,52690,0.81,0Y 3M,Yes,1401,4643,Medium,16831,Standard
C000200,56,854105,60336,3,3,7.3,1,Education Loan,8,7,0.71,3,181890,0.68,35Y 10M,Yes,3996,8419,Low,16415,Poor
C000201,23,941893,75326,11,2,17.5,0,None,0,0,0.3,4,122718,0.57,2Y 4M,Yes,2684,11505,High,9936,Good
C000202,25,1239407,85568,4,4,21.5,1,Business Loan,23,1,0.02,6,258710,0.1,6Y 1M,No,5776,0,Low,36159,Poor
C000203,44,1249713,103312,9,2,22.3,2,"Home Loan, Personal Loan",0,0,0.01,5,308868,0.41,26Y 0M,Yes,4384,8509,Medium,44558,Good
C000204,26,970462,87684,8,1,21.6,0,None,0,0,0.2,4,102270,0.55,7Y 2M,Yes,1189,0,Medium,25317,Good
C000205,54,286803,25784,11,3,15.8,1,Personal Loan,0,0,0.27,1,20917,0.44,30Y 7M,No,437,2306,Medium,14461,Standard
C000206,50,171500,14175,8,0,13.2,4,"Auto Loan, Education Loan, Personal Loan, Credit Builder Loan",4,5,0.58,6,16991,0.51,28Y 7M,No,440,0,Medium,5786,Poor
C000207,68,1405087,104768,1,6,24.5,0,None,8,7,0.86,2,199852,0.39,43Y 8M,No,3683,19726,Low,46861,Poor
C000208,59,707405,62673,5,5,23.5,4,"Education Loan, Credit Builder Loan, Auto Loan, Personal Loan",1,7,0.33,1,97895,0.54,36Y 9M,Yes,2637,9610,Low,7926,Standard
C000209,61,244138,18220,6,3,20.3,5,"Education Loan, Auto Loan, Home Loan, Business Loan, Personal Loan",7,1,0.83,4,70896,0.5,41Y 11M,No,1015,3402,Medium,3884,Poor
C000210,41,1360822,98258,9,0,14.2,1,Home Loan,26,7,0.23,6,183136,0.3,18Y 1M,Yes,2024,14604,Medium,36970,Standard
C000211,32,707496,52397,10,2,24.5,5,"Auto Loan, Personal Loan, Credit Builder Loan, Home Loan, Business Loan",0,0,0.43,7,136193,0.38,14Y 9M,Yes,1688,3547,Medium,31053,Good
C000212,49,496872,44399,10,4,13.1,0,None,0,0,0.09,2,50951,0.35,26Y 0M,No,644,4248,Medium,11127,Standard
C000213,49,1283058,89785,6,3,19.0,5,"Home Loan, Credit Builder Loan, Auto Loan, Education Loan, Business Loan",0,0,0.44,0,306445,0.75,28Y 1M,Yes,6961,16330,High,14492,Good
C000214,41,1224536,97007,1,1,11.6,5,"Education Loan, Credit Builder Loan, Auto Loan, Personal Loan, Business Loan",3,3,0.7,2,160872,0.18,16Y 9M,No,2648,6789,Low,22398,Standard
C000215,58,1077751,86598,1,3,21.9,0,None,0,0,0.82,3,147494,0.2,40Y 3M,Yes,3860,0,Medium,23974,Good
C000216,69,398093,33401,7,0,22.3,0,None,0,0,0.45,1,21772,0.75,50Y 3M,Yes,425,2547,High,7558,Good
C000217,66,176038,13561,3,7,15.7,4,"Education Loan, Credit Builder Loan, Auto Loan, Home Loan",0,0,0.24,7,33492,0.41,43Y 0M,Yes,447,0,Medium,4386,Standard
C000218,66,796520,72391,7,6,16.7,2,"Credit Builder Loan, Home Loan",0,0,0.03,2,64498,0.38,42Y 9M,Yes,1889,0,High,38820,Good
C000219,69,484629,41310,5,0,24.0,4,"Home Loan, Education Loan, Auto Loan, Credit Builder Loan",0,0,0.71,0,57539,0.51,46Y 5M,Yes,1228,0,Medium,13080,Good
C000220,29,870014,76159,1,0,8.7,2,"Credit Builder Loan, Business Loan",0,0,0.31,7,73516,0.4,11Y 8M,Yes,1516,13373,High,33758,Good
C000221,56,732061,51822,11,4,15.0,4,"Education Loan, Home Loan, Auto Loan, Business Loan",0,0,0.68,6,159669,0.19,32Y 3M,Yes,1991,9848,Medium,20751,Good
C000222,19,757679,54022,8,1,16.0,5,"Education Loan, Auto Loan, Credit Builder Loan, Personal Loan, Business Loan",0,0,0.64,1,265082,0.25,1Y 7M,Yes,3956,4986,High,27225,Good
C000223,20,1251209,101952,9,1,21.5,0,None,13,1,0.15,1,183263,0.4,0Y 11M,No,1927,14727,Low,28924,Poor
C000224,66,300636,21241,6,0,20.8,3,"Education Loan, Business Loan, Credit Builder Loan",0,0,0.86,6,37381,0.82,46Y 2M,Yes,839,3418,Medium,9343,Standard
C000225,54,1146173,83761,2,1,17.4,4,"Business Loan, Education Loan, Auto Loan, Personal Loan",0,0,0.24,0,307137,0.46,31Y 9M,Yes,4883,10195,High,28543,Good
C000226,66,182803,14318,9,1,9.0,0,None,25,1,0.64,3,12068,0.78,41Y 5M,Yes,293,1247,Low,7735,Poor
C000227,34,900681,72855,2,2,13.7,2,"Education Loan, Credit Builder Loan",0,0,0.55,1,212023,0.38,12Y 10M,Yes,3093,0,High,19942,Good
C000228,66,1052140,87190,6,5,7.7,4,"Personal Loan, Auto Loan, Credit Builder Loan, Education Loan",0,0,0.59,1,266711,0.56,42Y 9M,Yes,6197,10937,High,30335,Good
C000229,19,279997,25254,10,1,8.9,2,"Education Loan, Auto Loan",16,4,0.45,5,40005,0.25,0Y 9M,No,768,2563,Low,10758,Poor
C000230,19,212759,17621,4,5,10.3,4,"Personal Loan, Education Loan, Home Loan, Credit Builder Loan",0,0,0.53,7,65493,0.23,0Y 11M,No,744,1611,High,8624,Standard
C000231,45,1304889,87251,6,0,12.3,0,None,0,0,0.76,2,193944,0.42,25Y 6M,Yes,5293,16613,Medium,20869,Good
C000232,40,1012920,81143,4,4,14.4,0,None,0,0,0.37,0,154049,0.73,22Y 10M,Yes,4051,4193,High,45246,Good
C000233,54,529949,44155,11,5,19.7,2,"Personal Loan, Auto Loan",0,0,0.75,4,132849,0.51,35Y 7M,Yes,3726,8391,Medium,18258,Good
C000234,49,1397719,126363,3,2,6.4,2,"Personal Loan, Credit Builder Loan",0,0,0.11,4,131504,0.34,27Y 2M,Yes,1892,0,High,51761,Good
C000235,50,539289,47001,11,1,22.6,4,"Personal Loan, Business Loan, Home Loan, Education Loan",0,0,0.58,4,77788,0.49,32Y 10M,Yes,1234,0,High,13899,Good
C000236,18,1157761,80570,8,2,24.8,1,Auto Loan,24,3,0.49,2,90174,0.4,0Y 11M,No,1772,7946,Low,21646,Poor
C000237,36,752531,52334,5,3,24.3,4,"Auto Loan, Education Loan, Credit Builder Loan, Personal Loan",0,0,0.71,0,264610,0.1,14Y 3M,Yes,5153,6378,Medium,4813,Good
C000238,19,1342508,118910,1,2,14.1,1,Auto Loan,25,4,0.44,4,95962,0.22,0Y 11M,Yes,2101,0,Low,39295,Poor
C000239,61,232946,16635,8,5,13.6,5,"Home Loan, Education Loan, Business Loan, Auto Loan, Personal Loan",0,0,0.69,7,33772,0.15,42Y 7M,No,379,2557,Medium,8106,Standard
C000240,43,792641,63225,3,6,15.9,3,"Education Loan, Home Loan, Auto Loan",19,5,0.83,7,191666,0.44,25Y 4M,No,2811,12502,Medium,5710,Poor
C000241,49,1216246,90809,4,2,18.6,0,None,0,0,0.28,1,240251,0.46,29Y 2M,Yes,6786,16304,Medium,28769,Good
C000242,23,1283342,91211,9,2,11.3,2,"Education Loan, Credit Builder Loan",0,0,0.39,0,321985,0.23,0Y 3M,No,8818,0,Medium,20665,Good
C000243,49,1108784,96201,3,7,18.4,2,"Business Loan, Home Loan",0,0,0.29,6,166136,0.33,30Y 8M,Yes,3157,8156,Medium,23163,Good
C000244,21,1288270,104358,5,1,11.9,5,"Business Loan, Education Loan, Credit Builder Loan, Home Loan, Auto Loan",4,2,0.22,6,294270,0.88,0Y 10M,Yes,3023,12927,Medium,44646,Standard
C000245,28,1484530,128933,8,2,18.6,2,"Personal Loan, Education Loan",8,3,0.58,2,125736,0.11,8Y 0M,Yes,1700,19465,Medium,41445,Standard
C000246,34,259660,23660,6,5,18.4,3,"Education Loan, Business Loan, Auto Loan",12,7,0.99,7,73786,0.42,14Y 10M,Yes,2154,0,Medium,6629,Poor
C000247,55,1437970,121965,3,7,6.0,5,"Education Loan, Auto Loan, Personal Loan, Business Loan, Credit Builder Loan",0,0,0.03,2,306298,0.83,36Y 0M,Yes,6375,22703,High,49096,Good
C000248,41,588804,53471,8,4,22.6,3,"Home Loan, Education Loan, Personal Loan",14,2,0.26,3,177756,0.56,21Y 7M,Yes,5231,3026,Low,24315,Poor
C000249,22,952365,76545,5,1,9.7,1,Credit Builder Loan,7,5,0.99,2,135320,0.26,0Y 0M,No,2463,13420,Low,21740,Poor
C000250,69,1097538,85871,6,0,24.9,2,"Credit Builder Loan, Education Loan",0,0,0.3,4,253036,0.85,49Y 0M,No,3184,10184,Medium,42075,Standard
C000251,51,1462667,106378,11,3,16.5,1,Credit Builder Loan,0,0,0.0,3,254895,0.51,28Y 0M,Yes,3320,10519,High,34808,Good
C000252,23,956147,69563,3,7,13.3,5,"Auto Loan, Education Loan, Credit Builder Loan, Personal Loan, Home Loan",28,2,0.99,6,129275,0.41,1Y 8M,Yes,1404,12666,Medium,20346,Poor
C000253,39,1416828,115253,8,0,7.7,3,"Education Loan, Business Loan, Home Loan",0,0,0.76,5,384679,0.76,21Y 4M,No,11342,19274,Medium,18143,Standard
C000254,28,755134,60637,4,1,18.9,3,"Home Loan, Education Loan, Auto Loan",0,0,0.16,0,121659,0.59,3Y 0M,Yes,2321,0,Medium,20237,Good
C000255,65,893346,80952,9,0,12.8,0,None,0,0,0.13,3,96114,0.69,42Y 5M,Yes,2636,10208,Medium,14494,Good
C000256,33,952735,79957,5,3,24.3,2,"Education Loan, Auto Loan",0,0,0.54,1,227001,0.18,14Y 10M,Yes,3223,9089,Medium,33025,Good
C000257,50,960463,82912,1,7,22.3,0,None,11,6,0.01,5,187988,0.61,31Y 3M,No,3481,0,Low,38601,Poor
C000258,26,769074,66899,9,5,8.4,3,"Home Loan, Personal Loan, Education Loan",0,0,0.75,2,103542,0.3,8Y 10M,Yes,1550,0,Medium,34485,Good
C000259,23,237389,15887,8,5,14.7,1,Personal Loan,8,1,0.34,6,41928,0.28,1Y 5M,No,819,1335,Medium,6237,Poor
C000260,33,454851,33889,5,2,14.4,4,"Auto Loan, Education Loan, Personal Loan, Credit Builder Loan",0,0,0.97,5,144562,0.5,13Y 10M,Yes,3836,2496,Medium,14865,Standard
C000261,46,487905,39075,3,0,19.5,3,"Education Loan, Personal Loan, Credit Builder Loan",8,6,0.02,2,54683,0.74,28Y 10M,Yes,883,3398,Medium,16183,Poor
C000262,20,926202,63248,9,5,11.2,0,None,6,6,0.87,2,127237,0.64,0Y 4M,Yes,1976,9531,Medium,22381,Poor
C000263,37,297712,23139,7,1,21.9,5,"Personal Loan, Home Loan, Education Loan, Business Loan, Credit Builder Loan",19,7,0.36,4,38414,0.62,14Y 4M,Yes,1072,1749,Low,7986,Poor
C000264,53,443679,36656,11,4,23.9,2,"Personal Loan, Auto Loan",0,0,0.67,0,65028,0.51,31Y 11M,Yes,1816,3742,High,14713,Good
C000265,36,763968,70014,8,3,16.5,5,"Credit Builder Loan, Home Loan, Business Loan, Education Loan, Personal Loan",0,0,1.0,0,132898,0.31,11Y 7M,Yes,2432,0,High,36066,Good
C000266,43,420109,37686,3,0,23.6,0,None,12,3,0.77,4,76558,0.82,18Y 7M,Yes,1879,4356,Low,11263,Poor
C000267,20,556946,50887,6,4,12.2,0,None,0,0,0.63,3,62159,0.87,0Y 10M,Yes,1688,0,High,17312,Standard
C000268,36,179553,13458,4,3,12.0,3,"Auto Loan, Home Loan, Credit Builder Loan",0,0,0.34,2,26759,0.74,14Y 6M,Yes,463,0,High,5328,Good
C000269,37,530946,40731,3,0,19.7,4,"Auto Loan, Credit Builder Loan, Education Loan, Personal Loan",2,7,0.52,0,157789,0.29,17Y 7M,No,2285,7410,Medium,11677,Standard
C000270,49,1195940,105860,4,1,14.4,5,"Home Loan, Business Loan, Auto Loan, Education Loan, Personal Loan",0,0,0.53,1,251687,0.51,30Y 9M,Yes,4060,16957,High,34255,Good
C000271,24,431080,29656,2,4,11.2,0,None,16,3,0.67,0,30467,0.18,0Y 9M,No,500,0,Medium,10091,Poor
C000272,69,388625,31507,5,5,11.9,5,"Personal Loan, Auto Loan, Home Loan, Education Loan, Business Loan",0,0,0.8,7,53017,0.27,44Y 10M,No,579,2504,High,17272,Good
C000273,58,540122,42151,8,7,21.8,2,"Home Loan, Business Loan",8,5,0.86,0,95198,0.83,36Y 8M,Yes,1147,2917,Medium,8772,Standard
C000274,50,1325806,105884,5,4,18.3,1,Home Loan,0,0,0.64,4,273534,0.17,25Y 3M,Yes,8161,18508,High,46974,Good
C000275,57,1154157,81385,2,6,21.0,1,Personal Loan,0,0,0.39,2,131774,0.84,33Y 6M,Yes,1954,13305,Medium,30180,Good
C000276,56,198848,17165,7,0,13.8,1,Business Loan,0,0,0.89,2,47598,0.11,31Y 5M,Yes,764,2464,High,7269,Good
C000277,35,414186,30579,8,0,23.8,5,"Credit Builder Loan, Education Loan, Business Loan, Personal Loan, Home Loan",1,4,0.67,0,129918,0.75,17Y 11M,Yes,3792,2194,Low,13570,Poor
C000278,57,973692,82154,11,1,22.9,0,None,9,7,0.12,6,131053,0.23,37Y 4M,No,1877,6094,Low,34756,Poor
C000279,18,448470,39684,4,1,6.7,3,"Home Loan, Business Loan, Auto Loan",0,0,0.05,7,133245,0.9,0Y 6M,Yes,2157,4864,High,12343,Standard
C000280,28,1241157,100417,3,6,12.9,0,None,9,7,0.13,1,167693,0.72,7Y 1M,No,4422,0,Medium,43599,Poor
C000281,45,1333306,97351,8,2,7.4,1,Home Loan,0,0,0.78,4,134449,0.83,26Y 8M,Yes,1884,18530,High,23255,Good
C000282,42,756143,56622,10,7,10.5,1,Credit Builder Loan,7,2,0.96,7,147239,0.37,21Y 8M,No,2890,0,Medium,23291,Poor
C000283,67,496758,40088,2,7,23.6,3,"Personal Loan, Business Loan, Home Loan",24,3,0.72,1,119196,0.89,44Y 3M,Yes,2966,4259,Low,20420,Poor
C000284,40,842908,63380,7,0,23.0,0,None,0,0,0.07,0,148541,0.58,22Y 7M,Yes,1581,7812,Medium,20151,Good
C000285,48,825028,74780,10,1,7.1,0,None,10,3,0.67,2,138696,0.65,26Y 2M,No,2192,11860,Low,10574,Poor
C000286,47,385328,29638,8,0,6.7,0,None,0,0,0.13,2,51417,0.21,26Y 3M,No,1362,1733,Medium,12075,Standard
C000287,59,1090050,74584,5,1,18.3,4,"Business Loan, Home Loan, Personal Loan, Education Loan",6,2,0.45,4,344049,0.85,38Y 5M,Yes,4658,11315,Medium,23212,Standard
C000288,52,725606,53982,7,3,10.5,2,"Education Loan, Personal Loan",0,0,0.18,6,156695,0.46,32Y 5M,Yes,3154,3446,Medium,10384,Good
C000289,24,1194270,93499,9,1,6.0,3,"Home Loan, Business Loan, Personal Loan",0,0,0.65,2,219348,0.57,1Y 9M,Yes,2861,15670,Medium,19109,Standard
C000290,33,973597,78694,8,1,21.8,3,"Home Loan, Education Loan, Business Loan",0,0,0.65,3,86714,0.4,11Y 8M,Yes,1557,0,High,49311,Good
C000291,43,637650,53432,5,3,13.3,2,"Home Loan, Education Loan",0,0,0.91,1,58391,0.41,25Y 10M,No,1224,0,Medium,16409,Good
C000292,65,344042,29056,4,3,13.9,0,None,0,0,0.21,6,52743,0.7,41Y 7M,Yes,570,2234,High,11545,Good
C000293,69,1162947,86545,3,5,8.1,3,"Personal Loan, Education Loan, Auto Loan",8,4,0.93,7,309638,0.5,51Y 6M,No,3646,13342,Medium,40699,Poor
C000294,66,981843,87457,6,2,15.0,4,"Education Loan, Auto Loan, Personal Loan, Credit Builder Loan",0,0,0.78,5,324229,0.29,46Y 9M,No,6103,16489,Medium,15154,Good
C000295,19,638124,45575,4,1,20.7,0,None,0,0,0.11,7,122450,0.31,0Y 1M,Yes,1733,5514,High,13929,Good
C000296,18,623574,43671,11,3,11.7,1,Business Loan,0,0,0.34,2,39653,0.27,0Y 8M,Yes,629,6887,High,13491,Good
C000297,65,379014,34036,4,2,21.7,3,"Education Loan, Credit Builder Loan, Business Loan",0,0,0.85,3,91691,0.59,43Y 11M,Yes,2172,3433,High,12322,Good
C000298,29,357070,25561,7,2,18.4,4,"Credit Builder Loan, Business Loan, Personal Loan, Auto Loan",0,0,0.13,4,67099,0.87,11Y 1M,Yes,671,4480,High,7074,Standard
C000299,22,1056999,81005,10,0,13.9,4,"Auto Loan, Home Loan, Personal Loan, Credit Builder Loan",0,0,0.17,2,187831,0.54,4Y 8M,Yes,3772,0,Medium,43896,Standard
C000300,54,189906,15411,5,3,15.6,4,"Auto Loan, Education Loan, Business Loan, Credit Builder Loan",0,0,0.78,6,22180,0.11,36Y 1M,Yes,563,0,High,5556,Good
C000301,49,803811,63259,1,4,8.1,1,Home Loan,0,0,0.51,0,148599,0.51,25Y 9M,Yes,1958,0,High,28937,Good
C000302,26,1179141,107195,5,3,23.0,5,"Education Loan, Personal Loan, Auto Loan, Credit Builder Loan, Home Loan",0,0,0.69,2,257030,0.22,3Y 9M,No,3580,0,Medium,41478,Good
C000303,58,421686,34234,6,6,23.0,2,"Personal Loan, Credit Builder Loan",0,0,0.64,3,90147,0.14,34Y 3M,Yes,1820,1882,High,19101,Good
C000304,52,551772,46594,1,6,13.3,1,Personal Loan,0,0,0.18,5,59701,0.68,27Y 9M,Yes,1602,0,Medium,16583,Standard
C000305,36,399699,32006,3,3,18.5,4,"Personal Loan, Business Loan, Credit Builder Loan, Education Loan",12,4,0.97,1,125109,0.58,11Y 1M,Yes,2861,3327,Medium,3644,Poor
C000306,65,1375771,120495,6,2,20.5,0,None,0,0,0.83,0,151588,0.58,47Y 7M,Yes,1589,15401,High,40707,Good
C000307,33,228342,17762,7,7,21.7,4,"Home Loan, Business Loan, Auto Loan, Credit Builder Loan",0,0,0.26,0,66682,0.51,12Y 6M,No,1228,1688,High,7992,Standard
C000308,20,530031,39037,7,5,19.8,1,Auto Loan,0,0,0.66,0,54018,0.76,0Y 0M,Yes,1579,3758,High,13817,Good
C000309,37,847946,69443,7,3,15.5,1,Credit Builder Loan,0,0,0.01,5,60764,0.66,15Y 0M,Yes,1239,6809,High,17077,Good
C000310,41,800369,65953,9,3,19.3,1,Education Loan,0,0,0.01,0,107180,0.54,18Y 9M,Yes,2021,12882,Medium,22876,Good
C000311,50,164864,13630,2,5,24.0,1,Education Loan,0,0,0.04,1,28831,0.16,25Y 11M,No,502,2098,Medium,3863,Standard
C000312,41,410281,32412,3,2,15.0,4,"Business Loan, Auto Loan, Education Loan, Personal Loan",0,0,0.5,4,79611,0.53,19Y 2M,Yes,1742,0,High,11287,Good
C000313,69,1232325,109869,7,2,7.6,1,Credit Builder Loan,0,0,0.61,1,221416,0.83,50Y 5M,Yes,5621,19179,High,12823,Good
C000314,28,1258315,84684,6,6,21.4,1,Education Loan,0,0,0.15,4,233574,0.62,7Y 9M,Yes,6591,11861,High,28688,Good
C000315,66,1372644,99732,1,0,19.7,4,"Education Loan, Home Loan, Business Loan, Auto Loan",0,0,0.5,2,143845,0.8,46Y 4M,Yes,4219,14747,High,16822,Good
C000316,25,645072,54621,10,0,11.6,3,"Auto Loan, Education Loan, Credit Builder Loan",25,5,0.63,4,101187,0.71,3Y 8M,No,2357,8129,Low,20453,Poor
C000317,53,953737,80475,7,3,17.2,5,"Personal Loan, Business Loan, Credit Builder Loan, Auto Loan, Education Loan",0,0,0.66,1,375016,0.55,30Y 4M,No,6347,0,High,48792,Good
C000318,55,227474,17041,2,7,7.4,4,"Education Loan, Business Loan, Personal Loan, Auto Loan",13,2,0.84,5,58803,0.53,30Y 9M,No,764,0,Medium,4801,Poor
C000319,57,1477038,100420,4,3,15.1,5,"Credit Builder Loan, Education Loan, Personal Loan, Auto Loan, Business Loan",0,0,0.46,0,149896,0.49,37Y 9M,Yes,2393,0,High,33374,Good
C000320,37,202810,14276,7,5,13.6,0,None,4,7,0.97,7,28554,0.57,18Y 7M,No,453,737,Low,8568,Poor
C000321,52,366987,29294,4,1,10.8,2,"Auto Loan, Home Loan",0,0,0.94,6,72257,0.58,32Y 3M,No,2044,4944,Medium,9355,Poor
C000322,65,1320328,91280,6,4,8.9,5,"Credit Builder Loan, Auto Loan, Personal Loan, Home Loan, Education Loan",0,0,0.98,5,449547,0.5,47Y 11M,No,7494,6385,Medium,21730,Standard
C000323,42,1260376,112073,11,1,12.5,3,"Auto Loan, Credit Builder Loan, Education Loan",0,0,0.95,2,109890,0.8,23Y 11M,Yes,2803,18108,High,19857,Good
C000324,52,745230,49750,9,7,23.8,0,None,0,0,0.62,7,106947,0.76,31Y 5M,No,2442,3675,Medium,28604,Standard
C000325,42,233394,19953,5,1,15.8,4,"Personal Loan, Business Loan, Credit Builder Loan, Home Loan",7,7,0.49,3,49880,0.64,22Y 0M,Yes,1460,3168,Medium,6972,Poor
C000326,46,705104,48209,3,3,9.8,3,"Auto Loan, Personal Loan, Credit Builder Loan",0,0,0.42,0,67045,0.39,25Y 9M,Yes,1178,7283,High,21610,Good
C000327,35,1211426,102030,6,2,21.9,0,None,22,5,0.42,3,207605,0.65,15Y 3M,No,5875,17492,Low,27353,Poor
C000328,63,583082,49323,4,2,11.1,4,"Personal Loan, Auto Loan, Credit Builder Loan, Home Loan",15,3,0.51,7,162147,0.45,42Y 1M,Yes,1933,0,Medium,29692,Standard
